index,EN,PT
8682,I've messed up.,Eu errei.
8683,I've seen them.,Eu os vi.
8684,I've seen them.,Eu as vi.
8685,I've seen them.,Tenho visto eles.
8686,I've seen them.,Tenho visto elas.
8687,I've seen this.,Eu vi isso.
8688,If only I knew!,Se ao menos eu soubesse!
8689,If only I knew!,Oxalá eu soubesse!
8690,If only I knew!,Quem me dera saber!
8691,Is Tom adopted?,Tom é adotado?
8692,Is Tom at home?,Tom está em casa?
8693,Is Tom healthy?,Tom é saudável?
8694,Is Tom in pain?,O Tom está com dor?
8695,Is Tom with us?,Tom está conosco?
8696,Is Tom working?,O Tom está trabalhando?
8697,Is Tom worried?,Tom está preocupado?
8698,Is he American?,Ele é americano?
8699,Is he Japanese?,Ele é japonês?
8700,Is he a doctor?,Ele é médico?
8701,Is he a doctor?,Ele é doutor?
8702,Is he sleeping?,Ele está dormindo?
8703,Is it a secret?,É um segredo?
8704,Is it a weapon?,É uma arma?
8705,Is it all over?,Está tudo acabado?
8706,Is it complete?,Está completo?
8707,Is it in there?,Está lá?
8708,Is it possible?,Isso é possível?
8709,Is it reliable?,É confiável?
8710,Is it reliable?,Isso é confiável?
8711,Is she at home?,Ela está em casa?
8712,Is she at home?,Ela se encontra em casa?
8713,Is she married?,Ela é casada?
8714,Is that French?,Isso é francês?
8715,Is that OK now?,Tudo bem agora?
8716,Is that a bank?,Aquilo é um banco?
8717,Is that a bear?,É um urso?
8718,Is that a bird?,É um pássaro?
8719,Is that a bird?,Aquilo é um pássaro?
8720,Is that a bird?,Isso é um pássaro?
8721,Is that a hint?,Aquilo é uma dica?
8722,Is that a joke?,É uma piada?
8723,Is that a lynx?,Isso é um lince?
8724,Is that a lynx?,Isso é um lobo-cerval?
8725,Is that a ring?,Isso é um anel?
8726,Is that better?,Está melhor?
8727,Is that better?,Aquele é melhor?
8728,Is that coffee?,Isso é café?
8729,Is that edible?,Isso é comestível?
8730,Is that enough?,Isso é o suficiente?
8731,Is that enough?,Isto é o suficiente?
8732,Is that for me?,É para mim?
8733,Is that for me?,Isso é pra mim?
8734,Is that my hat?,Aquele é o meu chapéu?
8735,Is that my mug?,Aquela é a minha caneca?
8736,Is that so bad?,É tão ruim assim?
8737,Is the baby OK?,O bebê está bem?
8738,Is this French?,Isso é francês?
8739,Is this a hoax?,Isso é uma farsa?
8740,Is this a joke?,Você está brincando?
8741,Is this a joke?,Isso é uma piada?
8742,Is this common?,Isto é comum?
8743,Is this edible?,Isto é comestível?
8744,Is this enough?,Isso é o suficiente?
8745,Is this enough?,Isto é o suficiente?
8746,Is this enough?,Já tá bom?
8747,Is this for me?,É por mim?
8748,Is this for me?,É para mim?
8749,Is this for me?,Isso é pra mim?
8750,Is this for me?,Isso é para mim?
8751,Is this normal?,Isso é normal?
8752,Isn't it black?,Não é preto?
8753,Isn't it sweet?,Não é doce?
8754,Isn't it weird?,Não é estranho?
8755,Isn't that Tom?,Não é o Tom?
8756,Isn't that sad?,Não é triste?
8757,Isn't that sad?,Isso não é triste?
8758,It can be done.,Isso pode ser feito.
8759,It didn't help.,Isso não ajudou.
8760,It didn't help.,Não ajudou.
8761,It disgusts me.,Isso me enoja.
8762,It does happen.,Isso de fato acontece.
8763,It doesn't fit.,Não cabe.
8764,It doesn't fit.,Isso não cabe.
8765,It gets better.,Melhora.
8766,It gets better.,Ele melhora.
8767,It gets better.,Ela melhora.
8768,It is Saturday.,É sábado.
8769,It is possible.,Isso é possível.
8770,It is possible.,É possível.
8771,It is too late.,É tarde demais.
8772,It is up there.,Está lá em cima.
8773,It is up there.,É lá em cima.
8774,It isn't cheap.,Não é barato.
8775,It isn't cheap.,Isso não é barato.
8776,It isn't funny.,Não é engraçado.
8777,It isn't heavy.,Não é pesado.
8778,It isn't heavy.,Não está pesado.
8779,It isn't heavy.,Não é pesada.
8780,It isn't heavy.,Não está pesada.
8781,It isn't right.,Isso não está certo.
8782,It isn't there.,Não está lá.
8783,It isn't there.,Isso não está lá.
8784,It isn't there.,Ele não está lá.
8785,It isn't there.,Ela não está lá.
8786,It isn't yours.,Não é seu.
8787,It makes sense.,Isso faz sentido.
8788,It makes sense.,Faz sentido.
8789,It may be true.,É possível que isso seja verdade.
8790,It may be true.,Pode ser verdade.
8791,It may be true.,Isto pode ser verdade.
8792,It must be bad.,Deve ser ruim.
8793,It sounds easy.,Parece fácil.
8794,It took months.,Demorou meses.
8795,It took months.,Levou meses.
8796,It took months.,Isso levou meses.
8797,It took months.,Isso demorou meses.
8798,It was a dream.,Foi um sonho.
8799,It was a mouse.,Era um rato.
8800,It was a shock.,Foi um choque.
8801,It was amazing.,Foi fantástico.
8802,It was amazing.,Foi incrível.
8803,It was awesome.,Foi incrível.
8804,It was chaotic.,Estava um caos.
8805,It was chaotic.,Foi um caos.
8806,It was correct.,Estava correto.
8807,It was correct.,Estava correta.
8808,It was crowded.,Estava lotado.
8809,It was crowded.,Estava lotada.
8810,It was magical.,Foi mágico.
8811,It was my idea.,Foi ideia minha.
8812,It was my plan.,Era o meu plano.
8813,It was my turn.,Era a minha vez.
8814,It was nothing.,De nada.
8815,It was nothing.,Não foi nada.
8816,It was on sale.,Estava à venda.
8817,It was perfect.,Estava perfeito.
8818,It was perfect.,Era perfeito.
8819,It was perfect.,Foi perfeito.
8820,It was raining.,Estava chovendo.
8821,It was snowing.,Nevava.
8822,It was snowing.,Nevou.
8823,It was snowing.,Estava nevando.
8824,It was so dark.,Estava tão escuro.
8825,It was strange.,Isso foi estranho.
8826,It was strange.,Foi estranho.
8827,It was useless.,Foi inútil.
8828,It wasn't easy.,Não foi fácil.
8829,It wasn't easy.,Não estava fácil.
8830,It wasn't fair.,Não foi justo.
8831,It wasn't hers.,Não era dela.
8832,It wasn't mine.,Não era meu.
8833,It wasn't ours.,Não era o nosso.
8834,It works great.,Funciona perfeitamente.
8835,It'd be murder.,Isso seria assassinato.
8836,It'll be funny.,Será engraçado.
8837,It'll be ready.,Vai ficar pronto.
8838,It'll be there.,Estará lá.
8839,It'll work now.,Isso vai funcionar.
8840,It'll work now.,Vai funcionar agora.
8841,It's Christmas.,É Natal.
8842,It's Tom's car.,É o carro de Tom.
8843,It's Wednesday.,É quarta-feira.
8844,It's a bargain.,É uma pechincha.
8845,It's a classic.,É um clássico.
8846,It's a classic.,Isso é um clássico.
8847,It's a hot day.,É um dia quente.
8848,It's a hot day.,É um dia de calor.
8849,It's a mistake.,É um erro.
8850,It's a mistake.,Isso é um erro.
8851,It's a problem.,É um problema.
8852,It's a promise.,É uma promessa.
8853,It's admirable.,É admirável.
8854,It's all right.,Está tudo bem.
8855,It's all right.,Tudo bem.
8856,It's all right.,Isso cheira bem.
8857,It's all yours.,É todo seu.
8858,It's an excuse.,É uma desculpa.
8859,It's beautiful.,É bonito.
8860,It's brand new.,É bem novo.
8861,It's brand new.,É nova em folha.
8862,It's brand new.,É novinho em folha.
8863,It's brand new.,É novinha em folha.
8864,It's brand new.,Está novinho em folha.
8865,It's brand new.,Está novinha em folha.
8866,It's cold here.,Aqui está frio.
8867,It's confusing.,É confuso.
8868,It's dangerous!,É perigoso!
8869,It's dangerous.,É perigoso!
8870,It's defective.,Está com defeito.
8871,It's defective.,Está danificado.
8872,It's delicious.,Está delicioso.
8873,It's delicious.,É delicioso.
8874,It's delicious.,Está deliciosa.
8875,It's demeaning.,É degradante.
8876,It's different.,É diferente.
8877,It's excellent.,Isto é perfeito.
8878,It's excellent.,É excelente.
8879,It's forbidden.,É proibido.
8880,It's grotesque.,É grotesco.
8881,It's grotesque.,Isso é grotesco.
8882,It's hot today.,Está quente hoje.
8883,It's identical.,É idêntico.
8884,It's important.,É importante.
8885,It's mandatory.,É obrigatório.
8886,It's necessary.,É necessário.
8887,It's no secret.,Não é segredo.
8888,It's not blood.,Isso não é sangue.
8889,It's not cheap.,Não é barato.
8890,It's not clean.,Não é limpo.
8891,It's not clear.,Não está claro.
8892,It's not funny.,Não é engraçado.
8893,It's not right.,Isso não está certo.
8894,It's not there.,Não está lá.
8895,It's not yours.,Não é seu.
8896,It's on page 3.,Está na página 3.
8897,It's pointless.,Não vale a pena.
8898,It's pointless.,Não adianta.
8899,It's ready now.,Está pronta agora.
8900,It's redundant.,É redundante.
8901,It's redundant.,É supérfluo.
8902,It's so boring.,Isso é muito chato!
8903,It's so boring.,É muito chato!
8904,It's the queen.,É a rainha.
8905,It's the truth.,É a verdade.
8906,It's the truth.,Esta é a verdade.
8907,It's the truth.,Essa é a verdade.
8908,It's their job.,É o trabalho deles.
8909,It's this book.,É este livro.
8910,It's too large.,É grande demais.
8911,It's too large.,É demasiado grande.
8912,It's too quiet.,Está quieto demais.
8913,It's too risky.,É muito arriscado.
8914,It's too scary.,É assustador demais.
8915,It's too short.,É muito curto.
8916,It's too tight.,Está muito apertado.
8917,It's too tight.,Está muito apertada.
8918,It's up to you.,Você que sabe.
8919,It's up to you.,Depende de você.
8920,It's very cold.,Está fazendo muito frio.
8921,It's very cold.,Está muito frio.
8922,It's very dark.,Está muito escuro.
8923,It's very easy.,Isso é muito fácil.
8924,It's very easy.,É muito fácil.
8925,It's very good.,Isso é muito bom.
8926,It's very good.,É muito bom.
8927,It's very good.,Isto está muito bom.
8928,It's very good.,Isto é muito bom.
8929,It's very good.,Está muito bom.
8930,It's warm here.,Está quente aqui.
8931,It's well done.,Está benfeito.
8932,It's what I am.,É o que eu sou.
8933,It's what I do.,É o que eu faço.
8934,It's wonderful!,É maravilhoso!
8935,It's wonderful.,É maravilhoso!
8936,It's wonderful.,Isso é maravilhoso.
8937,It's your book.,É seu livro.
8938,It's your book.,Este é o seu livro.
8939,It's your book.,Esse é o seu livro.
8940,It's your duty.,É seu dever.
8941,It's your home.,É o seu lar.
8942,It's your life.,É a sua vida.
8943,It's your loss.,É a sua perda.
8944,It's your move.,É a sua vez.
8945,It's your move.,Sua vez de jogar.
8946,It's your turn.,É a sua vez.
8947,Just forget it.,Simplesmente esqueça.
8948,Just ignore it.,Apenas ignore.
8949,Just let me go.,Apenas deixe-me ir.
8950,Just sign here.,Só assine aqui.
8951,Keep Tom quiet.,Deixe o Tom quieto.
8952,Keep Tom quiet.,Deixa o Tom quieto.
8953,Keep listening.,Continue escutando.
8954,Keep on trying.,Continue tentando.
8955,Keep searching.,Continue procurando.
8956,Keep the money.,Fique com o dinheiro.
8957,Kids are cruel.,Crianças são cruéis.
8958,Leave it there.,Deixa-o aí.
8959,Leave it there.,Deixe-o aí.
8960,Leave it there.,Deixa isso aí.
8961,Leave it to me.,Deixem isso comigo!
8962,Leave me alone!,Me deixe em paz!
8963,Leave me alone!,Deixe-me sozinho.
8964,Leave me alone!,Deixe-me em paz!
8965,Leave me alone!,Me deixa em paz.
8966,Leave me alone!,Deixe-me sozinha!
8967,Leave me alone!,Deixa-me em paz!
8968,Leave me alone!,Deixem-me em paz!
8969,Leave me alone!,Deixe-me em paz.
8970,Leave me alone.,Deixe-me sozinho.
8971,Leave me alone.,Deixe-me em paz.
8972,Leave tomorrow.,Saia amanhã.
8973,Leave us alone.,Deixe-nos sozinhos.
8974,Leave us alone.,Deixe-nos sozinhas.
8975,Lend me a hand.,Me ajude.
8976,Lend me a hand.,Me dá uma mão.
8977,Let Tom answer.,Deixe o Tom responder.
8978,Let Tom answer.,Deixe o Tom atender.
8979,Let Tom finish.,Deixe Tom terminar.
8980,Let Tom try it.,Deixe o Tom tentar.
8981,Let Tom try it.,Deixa o Tom tentar.
8982,Let Tom try it.,Deixe o Tom experimentar.
8983,Let Tom try it.,Deixa o Tom experimentar.
8984,"Let it go, Tom.","Deixe-o ir, Tom."
8985,Let me come in.,Deixe-me entrar.
8986,Let me do this.,Deixem-me fazer isso.
8987,Let me through.,Deixe-me passar!
8988,Let them fight.,Que lutem.
8989,Let us come in.,Vamos entrar.
8990,Let us come in.,Deixe-nos entrar.
8991,Let us come in.,Permita-nos entrar.
8992,Let us go home.,Deixe-nos ir para casa.
8993,Let's be frank.,Sejamos honestos.
8994,Let's check it.,Vamos verificar isso.
8995,Let's check it.,Vamos verificar.
8996,Let's check it.,Vamos checar.
8997,Let's eat here.,Vamos comer aqui.
8998,Let's get them.,Vamos pegá-los.
8999,Let's get them.,Vamos pegá-las.
9000,Let's go again.,Vamos de novo.
9001,Let's have fun.,Vamos nos divertir.
9002,Let's hurry up.,Apressemo-nos.
9003,Let's not play.,Não vamos jogar.
9004,Let's not swim.,Não nadem.
9005,Let's not wait.,Não vou esperar.
9006,Let's not wait.,Não vamos esperar.
9007,Let's practice.,Vamos praticar!
9008,Let's practice.,Pratiquemos!
9009,Let's run away.,Vamos fugir.
9010,Let's run away.,Vamos embora!
9011,Let's split it.,Vamos dividir isso.
9012,Let's split it.,Vamos dividi-lo.
9013,Let's watch TV.,Vamos ver TV.
9014,Listen closely.,Escute com atenção.
9015,Listen closely.,Escutem com atenção.
9016,Listen to this!,Escute isso!
9017,Listen to this!,Ouça isso!
9018,Listen to this!,Escuta isto.
9019,Listen to this!,Escute isto.
9020,Listen to this.,Escuta isto.
9021,Listen to this.,Escute isto.
9022,Live and learn.,Viva e aprenda.
9023,Live and learn.,Vivendo e aprendendo.
9024,Lock the doors.,Tranque as portas.
9025,Lock your door.,Tranque a sua porta.
9026,Look over here.,Olhe aqui.
9027,"Louder, please.","Mais alto, por favor."
9028,Make an effort.,Faça um esforço.
9029,Many fish died.,Muitos peixes morreram.
9030,Mary had twins.,Maria teve gêmeos.
9031,Mary is blonde.,Mary é loira.
9032,Mary is lovely.,Maria é adorável.
9033,Mary is lovely.,Maria está adorável.
9034,Mary is pretty.,A Mary é linda.
9035,Mary is pretty.,A Mary é bela.
9036,Mary is pretty.,A Mary é bonita.
9037,Mary likes you.,Maria gosta de você.
9038,May I go first?,Posso ir primeiro?
9039,May I help you?,Posso te ajudar?
9040,May I help you?,No que posso ser útil?
9041,May I help you?,Quer ajuda?
9042,May I help you?,Pois não?
9043,May I kiss you?,Eu poderia te beijar?
9044,May I kiss you?,Posso te beijar?
9045,May I sit down?,Posso sentar?
9046,May I sit down?,Posso me sentar?
9047,May I sit here?,Posso sentar aqui?
9048,May I use that?,Posso usar isso?
9049,May I use this?,Posso usar isso?
9050,Men are greedy.,Os homens são gananciosos.
9051,More is needed.,É preciso mais.
9052,My brother did.,Meu irmão fez.
9053,My car's dirty.,O meu carro está sujo.
9054,My dad is busy.,Meu pai está ocupado.
9055,My dog bit Tom.,O meu cachorro mordeu o Tom.
9056,My dog is cute.,O meu cachorro é fofo.
9057,My hair is wet.,O meu cabelo está molhado.
9058,My heart aches.,O meu coração está doendo.
9059,My joints ache.,As minhas juntas doem.
9060,My name is Tom.,Meu nome é Tom.
9061,My name is Tom.,O meu nome é Tom.
9062,My name is Tom.,Eu me chamo Tom.
9063,My nose itches.,O meu nariz está coçando.
9064,My plan worked.,Meu plano funcionou.
9065,My tooth hurts.,Meu dente dói.
9066,My tooth hurts.,Dói-me o dente.
9067,My tummy hurts.,Minha barriga está doendo.
9068,My wife is mad.,A minha mulher é doida.
9069,Never say that.,Nunca diga isso.
9070,Never say that.,Jamais diga isso.
9071,No one cheated.,Ninguém trapaceou.
9072,No one escaped.,Ninguém escapou.
9073,No one is home.,Não tem ninguém em casa.
9074,No one laughed.,Ninguém riu.
9075,No one shouted.,Ninguém gritou.
9076,No one told me.,Ninguém me disse.
9077,No one was hit.,Ninguém foi atingido.
9078,No one's upset.,Ninguém está nervoso.
9079,Nobody had fun.,Ninguém se divertiu.
9080,Nobody hurt me.,Ninguém me machucou.
9081,Nobody is here.,Não tem ninguém aqui.
9082,Nobody is here.,Ninguém está aqui.
9083,Nobody laughed.,Ninguém riu.
9084,Nobody listens.,Ninguém escuta.
9085,Nobody told me.,Ninguém me contou.
9086,Nobody woke up.,Ninguém acordou.
9087,Nobody'll know.,Ninguém vai saber.
9088,Nothing's easy.,Nada é fácil.
9089,Now I feel bad.,Agora eu me sinto mal.
9090,Now I know why.,Agora eu sei por quê.
9091,Now I know why.,Agora sei por quê.
9092,Now I remember.,Agora eu me lembro.
9093,Now I remember.,Já me lembrei!
9094,Now I remember.,Agora estou me lembrando.
9095,Now I remember.,Agora estou lembrado.
9096,Now I remember.,Agora estou lembrado!
9097,Now be patient.,Agora seja paciente.
9098,Now do you see?,Agora você vê?
9099,Now do you see?,Agora tu vês?
9100,Now don't move.,Agora não se mova.
9101,Now don't move.,Agora não se mexa.
9102,Now go forward.,Agora vá em frente.
9103,Now just do it.,Agora apenas faça.
9104,Now let's talk.,Agora vamos conversar.
9105,Now you owe me.,Agora você me deve uma.
9106,Only God knows.,Só Deus sabe.
9107,Only Tom knows.,Só o Tom sabe.
9108,Open carefully.,Abra com cuidado.
9109,Open carefully.,Abram com cuidado.
9110,Open the doors.,Abra as portas.
9111,Open the doors.,Abri as portas.
9112,Open your eyes.,Abram os olhos.
9113,Open your eyes.,Abra os olhos.
9114,Open your eyes.,Abre os olhos.
9115,Open your eyes.,Abre os teus olhos.
9116,Pack your bags.,Arrume suas malas.
9117,Pack your bags.,Faça suas malas.
9118,People like me.,As pessoas gostam de mim.
9119,Pitch the ball.,Arremessa a bola.
9120,Please call me.,"Por favor, me chame."
9121,Please come in.,"Por favor, entre."
9122,Please come in.,Queiram entrar.
9123,Please do this.,"Por favor, faça isto."
9124,Please do this.,"Por favor, façam isto."
9125,Please help me.,"Por favor, ajuda-me."
9126,Please help me.,"Por favor, ajude-me."
9127,Please help me.,"Por favor, ajudem-me."
9128,Please help us.,"Por favor, ajude-nos."
9129,Please hold on.,"Por favor, espere."
9130,Please join me.,"Por favor, junte-se a mim."
9131,Please join me.,"Por favor, juntem-se a mim."
9132,Please proceed.,"Por favor, prossiga."
9133,Please try one.,"Por favor, tenta um."
9134,Please try one.,"Por favor, tenta uma."
9135,Please try one.,"Experimenta um, por favor."
9136,Please try one.,"Experimenta uma, por favor."
9137,Please wash it.,"Por favor, lave."
9138,Prices went up.,Os preços aumentaram.
9139,Prices went up.,Os preços subiram.
9140,Prove me wrong.,Prove que estou errado.
9141,Put on the hat.,Ponha o chapéu.
9142,Read this book.,Leia este livro.
9143,Read this book.,Leiam este livro.
9144,Read this page.,Leia esta página.
9145,Read this page.,Leia essa página.
9146,Relax a moment.,Relaxe um momento.
9147,Say it clearly.,Di-lo claramente.
9148,See you Monday.,Até segunda-feira!
9149,See you around.,Até mais.
9150,See you around.,Até outro dia.
9151,See you around.,Te vejo por aí.
9152,See you around.,A gente se vê.
9153,See you around.,A gente se vê por aí.
